audit_status,cdli_id,factgrid_qid,artifact_label,live_label_en,live_description_en,expected_period_qid,expected_period_label,live_period_property,live_period_qid,live_period_label,live_cdli_id
match,101115,Q1985792,"AnOr 01, 124","Cuneiform Tablet AnOr 01, 124","Sumerian administrative tablet found in the tall jūka provenience, dated to ur iii (ca. 2100-2000 bc) and currently held in the bibliothèque nationale et universitaire de strasbourg, strasbourg, france.",Q512148,Ur III Period,P853,Q512148,Ur III Period,P101115
match,101139,Q1985840,"AnOr 01, 148","Cuneiform Tablet AnOr 01, 148","Sumerian administrative tablet found in the tall jūka provenience, dated to ur iii (ca. 2100-2000 bc) and currently held in the bibliothèque nationale et universitaire de strasbourg, strasbourg, france.",Q512148,Ur III Period,P853,Q512148,Ur III Period,P101139
match,101142,Q1985846,"AnOr 01, 151","Cuneiform Tablet AnOr 01, 151","Sumerian administrative tablet found in the tall jūka provenience, dated to ur iii (ca. 2100-2000 bc) and currently held in the bibliothèque nationale et universitaire de strasbourg, strasbourg, france.",Q512148,Ur III Period,P853,Q512148,Ur III Period,P101142
match,101210,Q1985982,"AnOr 01, 219","Cuneiform Tablet AnOr 01, 219","Sumerian administrative tablet found in the tall jūka provenience, dated to ur iii (ca. 2100-2000 bc) and currently held in the bibliothèque nationale et universitaire de strasbourg, strasbourg, france.",Q512148,Ur III Period,P853,Q512148,Ur III Period,P101210
match,10124,Q2166281,"OIP 099, 135","Cuneiform Tablet OIP 099, 135","CDLI artifact: tablet; from uncertain (mod. Abu Salabikh); ED IIIa; held by National Museum of Iraq, Baghdad, Iraq; CDLI P010124",Q512140,ED IIIa,P853,Q512140,Early Dynastic IIIa Period,P010124
match,101247,Q1986057,"AnOr 01, 256","Cuneiform Tablet AnOr 01, 256","Sumerian administrative tablet found in the tall jūka provenience, dated to ur iii (ca. 2100-2000 bc) and currently held in the bibliothèque nationale et universitaire de strasbourg, strasbourg, france.",Q512148,Ur III Period,P853,Q512148,Ur III Period,P101247
match,101284,Q1986126,"AnOr 01, 293","Cuneiform Tablet AnOr 01, 293","Sumerian administrative tablet found in the tall jūka provenience, dated to ur iii (ca. 2100-2000 bc) and currently held in the bibliothèque nationale et universitaire de strasbourg, strasbourg, france.",Q512148,Ur III Period,P853,Q512148,Ur III Period,P101284
match,101302,Q1986159,"AnOr 07, 007","Cuneiform Tablet AnOr 07, 007","Sumerian administrative tablet found in the puzrish-dagan provenience, dated to ur iii (ca. 2100-2000 bc) and currently held in the montserrat museum, barcelona, spain.",Q512148,Ur III Period,P853,Q512148,Ur III Period,P101302
match,101355,Q1986263,"AnOr 07, 060","Cuneiform Tablet AnOr 07, 060","Sumerian administrative tablet found in the puzrish-dagan provenience, dated to ur iii (ca. 2100-2000 bc) and currently held in the montserrat museum, barcelona, spain.",Q512148,Ur III Period,P853,Q512148,Ur III Period,P101355
match,101400,Q1986351,"AnOr 07, 105","Cuneiform Tablet AnOr 07, 105","Sumerian administrative tablet found in the puzrish-dagan provenience, dated to ur iii (ca. 2100-2000 bc) and currently held in the montserrat museum, barcelona, spain.",Q512148,Ur III Period,P853,Q512148,Ur III Period,P101400
match,101457,Q1986459,"AnOr 07, 162","Cuneiform Tablet AnOr 07, 162","Sumerian administrative tablet found in the puzrish-dagan provenience, dated to ur iii (ca. 2100-2000 bc) and currently held in the montserrat museum, barcelona, spain.",Q512148,Ur III Period,P853,Q512148,Ur III Period,P101457
match,101512,Q1986567,"AnOr 07, 217","Cuneiform Tablet AnOr 07, 217","Sumerian administrative tablet found in the tall jūka provenience, dated to ur iii (ca. 2100-2000 bc) and currently held in the montserrat museum, barcelona, spain.",Q512148,Ur III Period,P853,Q512148,Ur III Period,P101512
match,101545,Q1986631,"AnOr 07, 250","Cuneiform Tablet AnOr 07, 250","Sumerian administrative tablet found in the tall jūka provenience, dated to ur iii (ca. 2100-2000 bc) and currently held in the montserrat museum, barcelona, spain.",Q512148,Ur III Period,P853,Q512148,Ur III Period,P101545
match,101569,Q1986675,"AnOr 07, 274","Cuneiform Tablet AnOr 07, 274","Sumerian administrative tablet found in the tall jūka provenience, dated to ur iii (ca. 2100-2000 bc) and currently held in the montserrat museum, barcelona, spain.",Q512148,Ur III Period,P853,Q512148,Ur III Period,P101569
match,101586,Q1986709,"AnOr 07, 291","Cuneiform Tablet AnOr 07, 291","Sumerian administrative tablet found in the tall jūka provenience, dated to ur iii (ca. 2100-2000 bc) and currently held in the montserrat museum, barcelona, spain.",Q512148,Ur III Period,P853,Q512148,Ur III Period,P101586
match,101617,Q1986772,"AnOr 07, 322","Cuneiform Tablet AnOr 07, 322","Sumerian administrative tablet found in the tall jūka provenience, dated to ur iii (ca. 2100-2000 bc) and currently held in the montserrat museum, barcelona, spain.",Q512148,Ur III Period,P853,Q512148,Ur III Period,P101617
match,101640,Q1986816,"AnOr 07, 345","Cuneiform Tablet AnOr 07, 345","Sumerian administrative tablet found in the tall jūka provenience, dated to ur iii (ca. 2100-2000 bc) and currently held in the montserrat museum, barcelona, spain.",Q512148,Ur III Period,P853,Q512148,Ur III Period,P101640
match,10165,Q2167067,"OIP 099, 183","Cuneiform Tablet OIP 099, 183","CDLI artifact: tablet; from uncertain (mod. Abu Salabikh); ED IIIa; held by National Museum of Iraq, Baghdad, Iraq; CDLI P010165",Q512140,ED IIIa,P853,Q512140,Early Dynastic IIIa Period,P010165
match,101705,Q1986939,"AnOr 45, 308 53","Cuneiform Tablet AnOr 45, 308 53","Sumerian administrative tablet found in the girsu provenience, dated to ur iii (ca. 2100-2000 bc) and currently held in the british museum, london, uk.",Q512148,Ur III Period,P853,Q512148,Ur III Period,P101705
match,10173,Q2168384,"OIP 099, 193","Cuneiform Tablet OIP 099, 193","CDLI artifact: tablet; from uncertain (mod. Abu Salabikh); ED IIIa; held by National Museum of Iraq, Baghdad, Iraq; CDLI P010173",Q512140,ED IIIa,P853,Q512140,Early Dynastic IIIa Period,P010173
match,101791,Q2167178,"ARRIM 4, 22 30","Cuneiform Artifact ARRIM 4, 22 30","CDLI artifact: tag; from Puzriš-Dagan (mod. Drehem); Ur III; held by Manitoba Museum of Man and Nature, Winnipeg, Manitoba, Canada; CDLI P101791",Q512148,Ur III Period,P853,Q512148,Ur III Period,P101791
match,101841,Q1987792,"ARRIM 8, 49 03","Cuneiform Tablet AR RIM 08, 49 03","Sumerian administrative tablet found in the tall jūka provenience, dated to ur iii (ca. 2100-2000 bc).",Q512148,Ur III Period,P853,Q512148,Ur III Period,P101841
match,101904,Q1988898,"ASJ 02, 003 01","Cuneiform Tablet ASJ 02, 003 01","Sumerian administrative tablet found in the girsu provenience, dated to ur iii (ca. 2100-2000 bc) and currently held in the british museum, london, uk.",Q512148,Ur III Period,P853,Q512148,Ur III Period,P101904
match,101990,Q1989044,"ASJ 02, 030 85","Cuneiform Tablet ASJ 02, 030 85","Sumerian administrative tablet found in the girsu provenience, dated to ur iii (ca. 2100-2000 bc) and currently held in the british museum, london, uk.",Q512148,Ur III Period,P853,Q512148,Ur III Period,P101990
match,102017,Q1989096,"ASJ 03, 076","Cuneiform Tablet ASJ 03, 076","Sumerian administrative tablet found in the puzrish-dagan provenience, dated to ur iii (ca. 2100-2000 bc) and currently held in the yale babylonian collection, new haven, connecticut, usa.",Q512148,Ur III Period,P853,Q512148,Ur III Period,P102017
match,102083,Q1989192,"ASJ 03, 170 159","Cuneiform Tablet ASJ 03, 170 159","Sumerian administrative tablet found in the girsu provenience, dated to ur iii (ca. 2100-2000 bc) and currently held in the british museum, london, uk.",Q512148,Ur III Period,P853,Q512148,Ur III Period,P102083
match,102129,Q1989228,"ASJ 03, 190 4","Cuneiform Tablet ASJ 03, 190 4","Sumerian administrative tablet found in the tall jūka provenience, dated to ur iii (ca. 2100-2000 bc).",Q512148,Ur III Period,P853,Q512148,Ur III Period,P102129
match,102152,Q1989268,"ASJ 04, 110 13","Cuneiform Tablet ASJ 04, 110 13","Sumerian administrative tablet found in the girsu provenience, dated to ur iii (ca. 2100-2000 bc) and currently held in the british museum, london, uk.",Q512148,Ur III Period,P853,Q512148,Ur III Period,P102152
match,102200,Q1989389,"ASJ 07, 124 22","Cuneiform Tablet ASJ 07, 124 22","Sumerian administrative tablet found in the puzrish-dagan provenience, dated to ur iii (ca. 2100-2000 bc).",Q512148,Ur III Period,P853,Q512148,Ur III Period,P102200
match,10221,Q2162371,"OIP 099, 243","Cuneiform Tablet OIP 099, 243","CDLI artifact: tablet; from uncertain (mod. Abu Salabikh); ED IIIa; held by National Museum of Iraq, Baghdad, Iraq; CDLI P010221",Q512140,ED IIIa,P853,Q512140,Early Dynastic IIIa Period,P010221
match,102294,Q1989550,"ASJ 09, 241 18","Cuneiform Tablet ASJ 09, 241 18","Sumerian administrative tablet found in the tall jūka provenience, dated to ur iii (ca. 2100-2000 bc).",Q512148,Ur III Period,P853,Q512148,Ur III Period,P102294
match,102345,Q1989653,"ASJ 09, 266 69","Cuneiform Tablet ASJ 09, 266 69","Sumerian administrative tablet found in the puzrish-dagan provenience, dated to ur iii (ca. 2100-2000 bc).",Q512148,Ur III Period,P853,Q512148,Ur III Period,P102345
match,102369,Q1989702,"ASJ 09, 316 05","Cuneiform Tablet ASJ 09, 316 05","Sumerian administrative tablet found in the tall jūka provenience, dated to ur iii (ca. 2100-2000 bc).",Q512148,Ur III Period,P853,Q512148,Ur III Period,P102369
match,102447,Q2167345,"ASJ 11, 324 09","Cuneiform Tablet ASJ 11, 324 09","CDLI artifact: tablet; from Puzriš-Dagan (mod. Drehem); Ur III; held by University of Oslo, Oslo, Norway; CDLI P102447",Q512148,Ur III Period,P853,Q512148,Ur III Period,P102447
match,102484,Q1989996,"ASJ 11, 344 19","Cuneiform Tablet ASJ 11, 344 19","Sumerian administrative tablet found in the ishān miziyad provenience, dated to ur iii (ca. 2100-2000 bc) and currently held in the national museum of iraq, baghdad, iraq.",Q512148,Ur III Period,P853,Q512148,Ur III Period,P102484
match,102502,Q1990018,"ASJ 12, 041 10","Cuneiform Tablet ASJ 12, 041 10","Sumerian administrative tablet found in the puzrish-dagan provenience, dated to ur iii (ca. 2100-2000 bc).",Q512148,Ur III Period,P853,Q512148,Ur III Period,P102502
match,102579,Q1990157,"ASJ 15, 291 4","Cuneiform Tablet ASJ 15, 291 4","Sumerian administrative tablet found in the girsu provenience, dated to ur iii (ca. 2100-2000 bc).",Q512148,Ur III Period,P853,Q512148,Ur III Period,P102579
match,102596,Q1990193,"ASJ 16, 111 17","Cuneiform Tablet ASJ 16, 111 17","Sumerian administrative tablet found in the tall jūka provenience, dated to ur iii (ca. 2100-2000 bc).",Q512148,Ur III Period,P853,Q512148,Ur III Period,P102596
match,102650,Q1990303,"ASJ 18, 086 21","Cuneiform Tablet ASJ 18, 086 21","Sumerian administrative tablet found in the tall jūka provenience, dated to ur iii (ca. 2100-2000 bc) and currently held in the hearst museum of anthropology, university of california at berkeley, berkeley, california, usa.",Q512148,Ur III Period,P853,Q512148,Ur III Period,P102650
match,102715,Q1990423,"ASJ 19, 208 24","Cuneiform Tablet ASJ 19, 208 24","Sumerian administrative tablet found in the puzrish-dagan provenience, dated to ur iii (ca. 2100-2000 bc).",Q512148,Ur III Period,P853,Q512148,Ur III Period,P102715
match,102739,Q2167739,"ASJ 19, 217 49","Cuneiform Tablet ASJ 19, 217 49","CDLI artifact: tablet; from Umma (mod. Tell Jokha); Ur III; held by Utah Museum of Natural History, University of Utah, Salt Lake City, Utah, USA; CDLI P102739",Q512148,Ur III Period,P853,Q512148,Ur III Period,P102739
match,10276,Q2165228,"OIP 099, 342","Cuneiform Tablet OIP 099, 342","CDLI artifact: tablet; from uncertain (mod. Abu Salabikh); ED IIIa; held by National Museum of Iraq, Baghdad, Iraq; CDLI P010276",Q512140,ED IIIa,P853,Q512140,Early Dynastic IIIa Period,P010276
match,102781,Q1990625,"Atiqot 4, pl. 11 18","Cuneiform Tablet Atiqot 4, pl. 11 18","Sumerian administrative tablet found in the girsu provenience, dated to ur iii (ca. 2100-2000 bc) and currently held in the the israel museum, jerusalem.",Q512148,Ur III Period,P853,Q512148,Ur III Period,P102781
match,102851,Q1990789,"AUCT 1, 005","Cuneiform Tablet AUCT 1, 005","Sumerian administrative tablet found in the puzrish-dagan provenience, dated to ur iii (ca. 2100-2000 bc).",Q512148,Ur III Period,P853,Q512148,Ur III Period,P102851
match,102892,Q1990873,"AUCT 1, 046","Cuneiform Tablet AUCT 1, 046","Sumerian administrative tablet found in the tall jūka provenience, dated to ur iii (ca. 2100-2000 bc).",Q512148,Ur III Period,P853,Q512148,Ur III Period,P102892
match,102914,Q1990918,"AUCT 1, 068","Cuneiform Tablet AUCT 1, 068","Sumerian administrative tablet found in the puzrish-dagan provenience, dated to ur iii (ca. 2100-2000 bc).",Q512148,Ur III Period,P853,Q512148,Ur III Period,P102914
match,102938,Q1990966,"AUCT 1, 092","Cuneiform Tablet AUCT 1, 092","Sumerian administrative tablet found in the puzrish-dagan provenience, dated to ur iii (ca. 2100-2000 bc).",Q512148,Ur III Period,P853,Q512148,Ur III Period,P102938
match,102980,Q1991051,"AUCT 1, 134","Cuneiform Tablet AUCT 1, 134","Sumerian administrative tablet found in the puzrish-dagan provenience, dated to ur iii (ca. 2100-2000 bc).",Q512148,Ur III Period,P853,Q512148,Ur III Period,P102980
match,10299,Q2164203,"OIP 099, 365","Cuneiform Tablet OIP 099, 365","CDLI artifact: tablet; from uncertain (mod. Abu Salabikh); ED IIIa; held by National Museum of Iraq, Baghdad, Iraq; CDLI P010299",Q512140,ED IIIa,P853,Q512140,Early Dynastic IIIa Period,P010299
match,103041,Q1991172,"AUCT 1, 195","Cuneiform Tablet AUCT 1, 195","Sumerian administrative tablet found in the puzrish-dagan provenience, dated to ur iii (ca. 2100-2000 bc).",Q512148,Ur III Period,P853,Q512148,Ur III Period,P103041
match,103082,Q1991257,"AUCT 1, 237","Cuneiform Tablet AUCT 1, 237","Sumerian administrative tablet found in the puzrish-dagan provenience, dated to ur iii (ca. 2100-2000 bc).",Q512148,Ur III Period,P853,Q512148,Ur III Period,P103082
match,10309,Q2169511,"OIP 099, 375","Cuneiform Tablet OIP 099, 375","CDLI artifact: tablet; from uncertain (mod. Abu Salabikh); ED IIIa; held by National Museum of Iraq, Baghdad, Iraq; CDLI P010309",Q512140,ED IIIa,P853,Q512140,Early Dynastic IIIa Period,P010309
match,103104,Q1991299,"AUCT 1, 259","Cuneiform Tablet AUCT 1, 259","Sumerian administrative tablet found in the puzrish-dagan provenience, dated to ur iii (ca. 2100-2000 bc).",Q512148,Ur III Period,P853,Q512148,Ur III Period,P103104
match,103128,Q1991349,"AUCT 1, 283","Cuneiform Tablet AUCT 1, 283","Sumerian administrative tablet found in the puzrish-dagan provenience, dated to ur iii (ca. 2100-2000 bc).",Q512148,Ur III Period,P853,Q512148,Ur III Period,P103128
match,103190,Q1991469,"AUCT 1, 345","Cuneiform Tablet AUCT 1, 345","Sumerian administrative tablet found in the puzrish-dagan provenience, dated to ur iii (ca. 2100-2000 bc).",Q512148,Ur III Period,P853,Q512148,Ur III Period,P103190
match,103256,Q1991604,"AUCT 1, 411","Cuneiform Tablet AUCT 1, 411","Sumerian administrative tablet found in the puzrish-dagan provenience, dated to ur iii (ca. 2100-2000 bc).",Q512148,Ur III Period,P853,Q512148,Ur III Period,P103256
match,103295,Q1991682,"AUCT 1, 450","Cuneiform Tablet AUCT 1, 450","Sumerian administrative tablet found in the girsu provenience, dated to ur iii (ca. 2100-2000 bc).",Q512148,Ur III Period,P853,Q512148,Ur III Period,P103295
match,103313,Q1991718,"AUCT 1, 468","Cuneiform Tablet AUCT 1, 468","Sumerian administrative tablet found in the puzrish-dagan provenience, dated to ur iii (ca. 2100-2000 bc).",Q512148,Ur III Period,P853,Q512148,Ur III Period,P103313
match,10333,Q1995935,"OIP 099, 404","Cuneiform Tablet OIP 099, 404","Sumerian lexical tablet found in the tall abū ṣālabīkh provenience, dated to ed iiia (ca. 2600-2500 bc) and currently held in the national museum of iraq, baghdad, iraq.",Q512140,ED IIIa,P853,Q512140,Early Dynastic IIIa Period,P010333
match,103368,Q1991826,"AUCT 1, 523","Cuneiform Tablet AUCT 1, 523","Sumerian administrative tablet found in the puzrish-dagan provenience, dated to ur iii (ca. 2100-2000 bc).",Q512148,Ur III Period,P853,Q512148,Ur III Period,P103368
match,103387,Q1991863,"AUCT 1, 542","Cuneiform Tablet AUCT 1, 542","Sumerian administrative tablet found in the girsu provenience, dated to ur iii (ca. 2100-2000 bc).",Q512148,Ur III Period,P853,Q512148,Ur III Period,P103387
match,103411,Q1991911,"AUCT 1, 566","Cuneiform Tablet AUCT 1, 566","Sumerian administrative tablet found in the puzrish-dagan provenience, dated to ur iii (ca. 2100-2000 bc).",Q512148,Ur III Period,P853,Q512148,Ur III Period,P103411
match,10348,Q1995943,"OIP 099, 419","Cuneiform Tablet OIP 099, 419","Sumerian lexical tablet found in the tall abū ṣālabīkh provenience, dated to ed iiia (ca. 2600-2500 bc) and currently held in the national museum of iraq, baghdad, iraq.",Q512140,ED IIIa,P853,Q512140,Early Dynastic IIIa Period,P010348
match,103485,Q1992061,"AUCT 1, 640","Cuneiform Tablet AUCT 1, 640","Sumerian administrative tablet found in the puzrish-dagan provenience, dated to ur iii (ca. 2100-2000 bc).",Q512148,Ur III Period,P853,Q512148,Ur III Period,P103485
match,103554,Q1992198,"AUCT 1, 709","Cuneiform Tablet AUCT 1, 709","Sumerian administrative tablet from an unspecified location, dated to ur iii (ca. 2100-2000 bc).",Q512148,Ur III Period,P853,Q512148,Ur III Period,P103554
match,103578,Q1992249,"AUCT 1, 733","Cuneiform Tablet AUCT 1, 733","Sumerian administrative tablet found in the puzrish-dagan provenience, dated to ur iii (ca. 2100-2000 bc).",Q512148,Ur III Period,P853,Q512148,Ur III Period,P103578
match,103597,Q1992286,"AUCT 1, 752","Cuneiform Tablet AUCT 1, 752","Sumerian administrative tablet found in the tall jūka provenience, dated to ur iii (ca. 2100-2000 bc).",Q512148,Ur III Period,P853,Q512148,Ur III Period,P103597
match,103606,Q1992304,"AUCT 1, 761","Cuneiform Tablet AUCT 1, 761","Sumerian administrative tablet found in the tall jūka provenience, dated to ur iii (ca. 2100-2000 bc).",Q512148,Ur III Period,P853,Q512148,Ur III Period,P103606
match,10364,Q1995966,"OIP 099, 435","Cuneiform Tablet OIP 099, 435","Sumerian lexical tablet found in the tall abū ṣālabīkh provenience, dated to ed iiia (ca. 2600-2500 bc) and currently held in the national museum of iraq, baghdad, iraq.",Q512140,ED IIIa,P853,Q512140,Early Dynastic IIIa Period,P010364
match,103692,Q1992490,"AUCT 1, 847","Cuneiform Tablet AUCT 1, 847","Sumerian administrative tablet found in the puzrish-dagan provenience, dated to ur iii (ca. 2100-2000 bc).",Q512148,Ur III Period,P853,Q512148,Ur III Period,P103692
match,1037,Q2165010,"ATU 5, pl. 037, W 9123,q","Cuneiform Tablet ATU 5, pl. 037, W 9123,q","CDLI artifact: tablet; from Uruk (mod. Warka); Uruk IV; held by Vorderasiatisches Museum, Berlin, Germany; CDLI P001037",Q512132,Uruk IV Period,P853,Q512132,Uruk IV Period,P001037
match,103738,Q1992582,"AUCT 1, 893","Cuneiform Tablet AUCT 1, 893","Sumerian administrative tablet found in the puzrish-dagan provenience, dated to ur iii (ca. 2100-2000 bc).",Q512148,Ur III Period,P853,Q512148,Ur III Period,P103738
match,103743,Q1992592,"AUCT 1, 898","Cuneiform Tablet AUCT 1, 898","Sumerian administrative tablet found in the puzrish-dagan provenience, dated to ur iii (ca. 2100-2000 bc).",Q512148,Ur III Period,P853,Q512148,Ur III Period,P103743
